setup,framework,version,loss,accuracy,run time [s],system,dataset,processing unit
System 4 seeds,xgboost,1.1.0 CUDA 10,0.0588,99.16,4.0032,system_4,covertype,CPU
System 4 seeds,xgboost,1.1.0 CUDA 10,0.0588,99.16,3.8421,system_4,covertype,CPU
System 4 seeds,xgboost,1.1.0 CUDA 10,0.0588,99.16,4.1102,system_4,covertype,CPU
System 4 seeds,xgboost,1.1.0 CUDA 10,0.0588,99.16,3.9942,system_4,covertype,CPU
System 3 seeds,xgboost,1.1.0 CUDA 10,0.0588,99.16,2.1402,system_3,covertype,single GPU
System 3 seeds,xgboost,1.1.0 CUDA 10,0.0588,99.16,2.4891,system_3,covertype,single GPU
System 3 seeds,xgboost,1.1.0 CUDA 10,0.0588,99.16,2.4023,system_3,covertype,single GPU
System 3 seeds,xgboost,1.1.0 CUDA 10,0.0588,99.16,2.1492,system_3,covertype,single GPU
System 3 seeds,xgboost,1.1.0 CUDA 10,0.0588,99.16,2.0414,system_3,covertype,single GPU
System 4 seeds,xgboost,1.1.0 CUDA 10,0.0588,99.16,2.3952,system_4,covertype,single GPU
System 4 seeds,xgboost,1.1.0 CUDA 10,0.0588,99.16,2.1042,system_4,covertype,single GPU
System 4 seeds,xgboost,1.1.0 CUDA 10,0.0588,99.16,2.2041,system_4,covertype,single GPU
System 4 seeds,xgboost,1.1.0 CUDA 10,0.0588,99.16,2.3041,system_4,covertype,single GPU
System 4 seeds,xgboost,1.1.0 CUDA 10,0.0588,99.16,2.1249,system_4,covertype,single GPU
System 3 seeds,xgboost,1.1.0 CUDA 10,0.0504,99.16,2.1402,system_3,covertype,multi GPU
System 3 seeds,xgboost,1.1.0 CUDA 10,0.0523,99.16,2.4891,system_3,covertype,multi GPU
System 3 seeds,xgboost,1.1.0 CUDA 10,0.0475,99.16,2.4023,system_3,covertype,multi GPU
System 3 seeds,xgboost,1.1.0 CUDA 10,0.0532,99.16,2.1492,system_3,covertype,multi GPU
System 3 seeds,xgboost,1.1.0 CUDA 10,0.0539,99.16,2.0414,system_3,covertype,multi GPU
System 4 seeds,xgboost,1.1.0 CUDA 10,0.0463,99.16,2.3952,system_4,covertype,multi GPU
System 4 seeds,xgboost,1.1.0 CUDA 10,0.0523,99.16,2.1042,system_4,covertype,multi GPU
System 4 seeds,xgboost,1.1.0 CUDA 10,0.0511,99.16,2.2041,system_4,covertype,multi GPU
System 4 seeds,xgboost,1.1.0 CUDA 10,0.0549,99.16,2.3041,system_4,covertype,multi GPU
System 4 seeds,xgboost,1.1.0 CUDA 10,0.0536,99.16,2.1249,system_4,covertype,multi GPU
